obviously,296,2620.9,89,9
important,280,411.2,405,9
everybody,267,4882.7,37,9
difficult,202,17.4,222,9
sometimes,199,2.4,206,9
Christmas,194,1125.5,76,9
committee,187,0.6,190,9
yesterday,177,19.1,197,9
situation,176,18.2,158,9
somewhere,173,1294.8,58,9
questions,153,8.4,141,9
therefore,152,356.2,241,9
afternoon,148,473.4,77,9
concerned,134,44.2,160,9
programme,131,235.5,197,9
community,125,658.5,243,9
authority,118,304.8,191,9
education,115,1148.6,277,9
mentioned,111,240.2,65,9
available,104,1531.5,291,9
secretary,96,284.3,161,9
Wednesday,95,525.5,38,9
otherwise,88,0,88,9
happening,86,482.7,35,9
structure,80,319.5,143,9
financial,78,641.1,175,9
president,76,660.1,174,9
companies,74,893.6,190,9
beginning,74,2.3,70,9
Yorkshire,74,208.2,40,9
statement,73,82.1,101,9
brilliant,73,375.2,31,9
political,71,2928.7,333,9
necessary,71,981.6,194,9
beautiful,70,41,89,9
expensive,69,21.9,57,9
ourselves,67,104.9,43,9
wonderful,66,66.7,47,9
insurance,65,5.3,71,9
listening,62,208.2,31,9
transport,61,63.6,84,9
generally,59,378.5,122,9
resources,59,271.2,111,9
countries,57,1115.4,180,9
paragraph,56,316.4,23,9
excellent,55,28.6,69,9
telephone,55,27.1,68,9
provision,54,169.1,91,9
attention,51,805.8,147,9
operation,50,350.9,106,9
proposals,48,78.4,71,9
surprised,48,0.3,47,9
extremely,47,88.4,71,9
including,45,2487.9,252,9
September,45,478.9,111,9
agreement,42,949.4,143,9
suggested,42,569.2,114,9
character,42,314.1,91,9
seriously,42,47.5,59,9
forgotten,42,4.5,37,9
direction,40,351.7,92,9
reference,39,272.4,82,9
equipment,38,424.8,95,9
procedure,38,88.5,60,9
knowledge,37,1314.3,158,9
decisions,37,270,80,9
thousands,37,75.8,57,9
breakfast,37,13.5,44,9
standards,36,571.5,103,9
dangerous,36,114.5,61,9
effective,35,628.5,107,9
providing,35,232.7,73,9
behaviour,34,1013.3,133,9
principle,34,404.8,87,9
gentleman,34,75.2,54,9
voluntary,34,8,40,9
advantage,33,309.3,78,9
technical,33,257.2,72,9
perfectly,33,37,46,9
furniture,33,1.7,36,9
strategic,33,2.9,30,9
following,32,974.3,126,9
carefully,32,321.9,76,9
treatment,31,1086.2,133,9
executive,31,404.1,83,9
Liverpool,31,137.6,58,9
reduction,31,78.3,50,9
wondering,30,12.1,24,9
following,29,1348.7,146,9
interests,29,839.4,113,9
discussed,29,345.1,75,9
customers,29,312.3,72,9
encourage,29,136.8,54,9
virtually,29,67,46,9
interview,29,59.4,44,9
practical,27,494.5,83,9
currently,27,390.2,75,9
employers,27,74.6,44,9
introduce,27,25.3,36,9
described,26,1725.5,162,9
developed,26,1013.2,119,9
essential,26,663.8,94,9
elections,26,267.9,63,9
occasions,26,55.6,40,9
computers,26,36,37,9
solicitor,26,13.1,32,9
explained,25,451.7,76,9
elsewhere,25,247.2,60,9
beginning,25,208.3,56,9
newspaper,25,180,53,9
Christian,24,337.6,66,9
committed,24,147.7,48,9
represent,24,135.4,48,9
recognise,24,59.4,38,9
recognize,24,4.2,21,9
increased,23,533.8,79,9
supported,23,293.4,60,9
professor,23,229.7,55,9
marketing,23,195.7,52,9
condition,22,701.9,90,9
buildings,22,451.2,72,9
religious,22,447.5,71,9
documents,22,144.8,46,9
democracy,22,134.9,45,9
communist,22,130.3,44,9
confident,22,44.2,34,9
conscious,22,29,32,9
objective,22,24.5,30,9
expecting,22,0.2,21,9
policeman,22,0.3,21,9
published,21,998.2,107,9
potential,21,482.5,71,9
employees,21,359.3,63,9
functions,21,269.8,55,9
inflation,21,175.1,48,9
contracts,21,180.8,47,9
plaintiff,21,34.4,31,9
inspector,21,26.9,30,9
allowance,21,0,22,9
presented,20,725.6,87,9
Edinburgh,20,393,64,9
temporary,20,115.7,40,9
recession,20,112,40,9
extension,20,88,37,9
residents,20,78.1,36,9
publicity,20,15.6,26,9
organized,20,0,20,9
selection,19,428.6,65,9
Australia,19,270,53,9
intention,19,245.3,51,9
efficient,19,152.3,42,9
producing,19,147.1,42,9
emergency,19,147.1,42,9
arguments,19,140.7,41,9
initially,19,136.4,40,9
hospitals,19,51.4,31,9
desperate,19,21.7,27,9
chemistry,19,0.5,20,9
expressed,18,605.1,75,9
permanent,18,248.4,48,9
statutory,18,143.2,40,9
gradually,18,128.8,39,9
favourite,18,90.4,34,9
delighted,18,36.9,27,9
recording,18,25.3,25,9
relations,17,1396.2,123,9
influence,17,798.4,87,9
challenge,17,366.7,57,9
naturally,17,227.4,46,9
Cambridge,17,139.1,39,9
precisely,17,138.2,37,9
ministers,16,637.8,74,9
materials,16,641.4,74,9
immediate,16,534.7,66,9
completed,16,433.7,59,9
potential,16,289.6,50,9
secondary,16,250.1,47,9
directors,16,260,47,9
regularly,16,197.6,41,9
Elizabeth,16,168.8,38,9
satisfied,16,101.3,32,9
increased,15,492,62,9
exception,15,94.6,31,9
accidents,15,13.5,20,9
appointed,14,572.7,66,9
establish,14,438.6,57,9
household,14,244.1,42,9
connected,14,130.1,33,9
addressed,14,92.8,29,9
judgement,14,71.8,26,9
announced,13,1430.9,116,9
officials,13,646.8,67,9
tradition,13,451.9,56,9
corporate,13,373,50,9
societies,13,340.5,47,9
indicated,13,335.8,47,9
pollution,13,309.3,45,9
sensitive,13,231.1,39,9
collected,13,183.5,36,9
promotion,13,186.1,36,9
delivered,13,154.5,33,9
receiving,13,132,31,9
Americans,13,111.9,30,9
operating,13,107,28,9
expertise,13,93.6,28,9
engineers,13,85.8,27,9
classroom,13,53.9,24,9
existence,12,754.6,72,9
processes,12,534,58,9
criticism,12,422.9,52,9
candidate,12,296.3,43,9
expansion,12,231.6,39,9
personnel,12,194,36,9
landscape,12,188.4,35,9
primarily,12,180.2,34,9
mechanism,12,151.8,31,9
pressures,12,108.7,28,9
suffering,12,109.8,28,9
evolution,12,87,26,9
convinced,12,93.8,26,9
machinery,12,93.5,26,9
catalogue,12,74.2,25,9
cigarette,12,72,24,9
automatic,12,66.2,24,9
regarding,12,44.5,21,9
democrats,12,47.1,21,9
specially,12,37.3,21,9
estimates,12,37.9,20,9
correctly,12,39.8,20,9
institute,11,544,58,9
attitudes,11,469.2,52,9
technique,11,445.4,50,9
shoulders,11,358.2,46,9
framework,11,319.9,43,9
determine,11,322.8,42,9
emotional,11,260.6,39,9
ownership,11,209.5,34,9
confusion,11,170.2,31,9
Newcastle,11,128.9,28,9
relatives,11,124.7,28,9
preparing,11,129.6,27,9
reception,11,101.1,26,9
increases,11,82.9,24,9
continued,10,1587.9,117,9
contained,10,506.8,53,9
confirmed,10,516,53,9
practices,10,455.1,49,9
involving,10,411.9,46,9
dependent,10,310,40,9
defendant,10,247.2,36,9
destroyed,10,235,34,9
operating,10,208.3,33,9
influence,10,127.1,27,9
spiritual,10,114.8,25,9
submitted,10,99.8,23,9
continues,9,382.1,43,9
positions,9,397.6,43,9
languages,9,277.1,36,9
sentences,9,210.4,31,9
childhood,9,209.8,31,9
Victorian,9,161.5,27,9
chemicals,9,112.2,23,9
electoral,9,113.1,23,9
Sheffield,9,103.2,23,9
meanwhile,8,558.5,53,9
long-term,8,448.2,45,9
liability,8,416.9,43,9
reflected,8,408.3,42,9
awareness,8,335,39,9
organised,8,296.1,35,9
Mountains,8,226.2,31,9
prospects,8,146.7,24,9
daughters,8,108.1,22,9
passenger,8,96,21,9
assistant,8,107,21,9
part-time,8,91.7,21,9
achieving,8,87.1,20,9
similarly,7,561.8,49,9
movements,7,517.8,48,9
remaining,7,473.9,45,9
socialist,7,340,36,9
estimated,7,325.6,35,9
territory,7,298.8,34,9
conducted,7,292.6,33,9
prisoners,7,287.7,33,9
economics,7,256.2,31,9
so-called,7,244.3,29,9
responses,7,231.2,29,9
solutions,7,206.8,28,9
generated,7,194.1,27,9
travelled,7,149,24,9
substance,7,152.7,24,9
full-time,7,134.7,22,9
justified,7,133.3,22,9
protected,7,134.8,22,9
economies,7,115.9,20,9
extensive,6,531.9,45,9
performed,6,473.4,43,9
returning,6,385.3,36,9
alongside,6,309.7,32,9
attracted,6,272.5,31,9
investors,6,278.1,30,9
infection,6,268.3,30,9
Alexander,6,253.4,28,9
cathedral,6,224.4,26,9
indicates,6,212.2,25,9
consumers,6,193.6,25,9
divisions,6,176.3,24,9
persuaded,6,154.2,23,9
reactions,6,170.2,22,9
scientist,6,160.1,22,9
reluctant,6,163.7,22,9
converted,6,168.3,22,9
stretched,6,162.2,22,9
Commander,6,155.7,21,9
increases,6,138.6,21,9
necessity,6,134.1,20,9
spokesman,5,538.7,44,9
discovery,5,318.5,31,9
dominated,5,323.5,30,9
variation,5,295.4,30,9
attempted,5,296.9,29,9
describes,5,278.4,29,9
component,5,293.2,28,9
qualities,5,255.6,27,9
prominent,5,224.8,25,9
admission,5,227.1,25,9
mortality,5,227.9,25,9
responded,5,218.8,24,9
identical,5,213.9,24,9
libraries,5,212.6,23,9
stability,5,221.2,23,9
recovered,5,218.1,23,9
typically,5,191,23,9
continued,5,215.3,23,9
desirable,5,201.2,23,9
separated,5,198.9,23,9
Microsoft,5,182.9,22,9
computing,5,158.3,21,9
champagne,5,163,21,9
